typification	typificationLabel
Q197813	9209577b-3cea-4ed3-af1b-e681b7978782: holotype of Calyptrogyne tutensis A.J.Hend.
Q197814	920d6b19-d12d-4e92-9578-8e40b3640b10: holotype of Draba trichocarpa Rollins
Q197815	92123997-16d5-4cc1-864f-a98e860d010f: holotype of Dasylirion quadrangulatum S.Watson
Q197816	92166447-36ac-421e-a463-7f23d823a315: isotype of Spermacoce erectiloba Harwood
Q197817	921675ff-0aac-4085-9018-a0f159c01ebb: holotype of Tetrapterys anomala W.R.Anderson
Q197818	92188892-7eb4-4861-8710-ae3a5b5cd88f: isotype of Verbesina suberosa P.Carrillo
Q197819	9218febff3a52dd66dd698a4336fc8fb: holotype of Chiclea excelsa Lundell
Q197820	921b42e4-d833-431d-8fa1-76b82ec51d76: holotype of Leucopogon rugulosus Hislop
Q197821	921b7a59-41a2-4ae4-8476-45277f02b467: isotype of Hypericum radfordiorum Weakley ex J.R.Allison
Q197822	921cdb61-5cee-448c-8811-0c6de7018ca6: holotype of Heterotoma goldmanii Fernald
Q197823	921d23b4-6711-43fd-956e-2fc6dba3846e: lectotype of Verbesina oreopola B.L.Rob. & Greenm.
Q197824	922065beeb63870c5ffaf498442b35a0: holotype of Perymenium yanezii B.L.Turner
Q197825	922664c7-0dc9-4a3d-b766-c2dbbde9bca4: holotype of Erythrodes weberiana Garay
Q197826	9227ce90-0a1a-449a-a397-f025f256bad1: holotype of Bunochilus chocolatinus D.L.Jones
Q197827	9228285f-95cc-4c14-9eac-9aa9953ba954: isotype of Mirbelia ferricola R.Butcher
Q197828	922DC735-3C83-483F-822B-8070637C8755: holotype of Hieracium aranoandurense Mateo, Egido & Gómiz
Q197829	922b6eaa-3c3c-42a8-8191-add0025c435b: holotype of Heteropterys tiinae W.R.Anderson
Q197830	922c6683-d7f1-403c-85eb-095dcc660f49: lectotype of Campylocentrum peniculus Schltr.
Q197831	922e37d2-4faa-41d8-b2e6-23a4938e3e6b: holotype of Neblinantha parvifolia Maguire
Q197832	923369ff-6448-4ce5-a13c-5489de8c9580: isotype of Johanneshowellia crateriorum Reveal
Q197833	92342ce2-86fe-4d13-830e-8a8879be78c8: holotype of Physaria saximontana Rollins
Q197834	9239271a-38f6-42f1-b0dd-4e7eacbb0442: holotype of Calochilus therophilus D.L.Jones
Q197835	923b75de-56d2-4a95-b6fa-67161f803661: isotype of Vanroyenella plumosa Novelo & C.T.Philbrick
Q197836	923b7601-5376-429f-9135-26da03333bb7: holotype of Melaleuca montis-zamia Craven
Q197837	923ebfcd-82c4-40f4-be63-379f64eecebb: isotype of Commicarpus leleensis Friis & Sebsebe
Q197838	92410511-f131-4193-99ae-6659f2ae0bb8: isotype of Micromyrtus monotaxis Rye
Q197839	9242407e-6d56-4d16-88be-78c2bcc20fa9: holotype of Randia montana L.O.Williams
Q197840	924976b3-214f-4264-b47e-9432979c2366: isotype of Helicteres tenuipila Cowie
Q197841	9249e5c1-27da-4d12-b868-7a6893705d5a: isotype of Ryparosa kurrangii B.L.Webber
Q197842	7eead87b-d925-4657-8bca-86330dbb8464: isotype of Protium hebetatum Daly
Q197843	7ef6e421-24ae-4835-bf6f-a2b13362292b: isotype of Triodia celsa M.D.Barrett
Q197854	7f1e6f2c-9648-4817-ae48-f56f14150a71: lectotype of Olneya tesota A.Gray
Q197855	7f227fea-108f-457a-ac7b-0efc8b1861ba: isotype of Hibiscus fryxellii var. mollis Craven, F.D.Wilson & Fryxell
Q197856	7f248a67-eb38-4b53-a6b8-1cbff7b8f0aa: isotype of Boronia marcoana R.L.Barrett & M.D.Barrett
Q197857	7f272475-5ba1-4fc7-8df1-1e32d4e65060: holotype of Diospyros tetramera Rusby
Q197858	7f27db06-92dc-4994-8325-541c32c3f2b9: holotype of Esenbeckia lucida Rusby
Q197859	7f27f1bd-92aa-4d07-8365-70b98779eed1: isotype of Ivesia argyrocoma var. moranii Ertter & Reveal
Q197860	7f28d7ae-6623-4deb-aa67-51c938dd6388: isotype of Myrsine microdonta Pipoly
Q197861	7f28eedd-527c-4351-86df-fb2f2970d71a: isotype of Miconia yanachagaensis Michelang. & R.Goldenb.
Q197862	7f2aa260-562d-4d54-842a-95d7ff57116a: isotype of Encyclia garciae-esquivelii Carnevali & I.Ramírez
Q197863	7f2b9234-6235-41d9-b223-5864dc533e0a: isotype of Goniopteris salinoi I.O.Moura & L.C.Moura
Q197844	7efde516-05e8-49bc-8e41-a9ccbee1fc3d: holotype of Senecio porphyresthes T.M.Barkley
Q197845	7effa04a-87e6-4c68-ab7c-bba39a3ff730: isotype of Symplocos cyanocarpa var. pilosa Jessup
Q197846	7f0296e8-ff04-4af7-b6fc-d4f8cc1e2d5e: isotype of Philodendron ushanum Croat & Moonen
Q197847	7f0e7375-b067-4ad1-8eff-96e841955337: lectotype of Vernonia itapensis Chodat
Q197848	7f10a191-ed93-4af3-ad98-2b74366be9fc: isotype of Lepidosperma ferricola R.L.Barrett
Q197849	7f10b7b9-e078-4188-8861-29823fa0ca2b: holotype of Calanthe brassii Ormerod
Q197850	7f12a171-7154-49d0-9fee-2e24cb185749: isotype of Thelymitra viridis Jeanes
Q197851	7f12c70a-9c76-40b6-a4df-6fff5afdcd23: holotype of Megalastrum mexicanum R.C.Moran & J.Prado
Q197852	7f165fbb-cb82-4570-82ed-43ba2b98d6c5: holotype of Prasophyllum uvidulum D.L.Jones & D.T.Rouse
Q197853	7f1ab344-6fe2-4790-a6cb-cd0e619bb9c3: holotype of Kefersteinia villosa D.E.Benn. & Christenson
Q197864	7f2b9e19-7735-4642-b2fb-a1e73d7fa85e: holotype of Brachyloma pirara Cranfield & Hislop
Q197865	7f2edba6-dc78-46d1-8e84-8a2ec84f9ec0: lectotype of Eriogonum umbellatum var. minus I.M.Johnst.
Q197866	7f2f3547-d538-41e8-8aeb-3cc585e0aa41: holotype of Puccinellia vassica A.R.Williams
Q197867	7f30a200-999c-4161-aeee-5836e26e7fdd: isotype of Cirsium jaliscoense G.L.Nesom
Q197868	7f30ecb3-c0a3-478d-8062-77561e77ebe8: isotype of Malpighia hispaniolica subsp. cuneata F.K.Mey.
Q197869	7f31b753-1c5e-482b-98ac-5d823ce14c6a: isotype of Hakea asperma Molyneux & Forrester
Q197870	7f32fe25-0e30-47ea-a39c-f93cf0ad282e: isotype of Caladenia excelsa Hopper & A.P.Br.
Q197871	7f344997-2824-4c73-88bf-ebfc66e71a69: isotype of Melaleuca uxorum Craven, G.Holmes & Sankowsky
Q197872	7f36513e-b025-461a-b5e5-4a5da7e9474a: holotype of Trillium reliquum J.D.Freeman
Q197873	7f38292d-f86e-4591-9019-c78e0b79381c: isotype of Solanum mandonis var. dryophyllum Bitter
Q197874	7f3b91b1-b657-4895-a87d-22bd8d2a25e9: holotype of Cranichis neglecta Szlach. & Kolan.
Q197875	7f3be401-83b8-477a-8135-d072fbbe38a2: holotype of Trichipteris demissa var. thysanolepis Barrington
Q197876	7f3c1082-081a-4385-a262-bfbc340c19d0: isotype of Guadua uncinata Londoño & L.G.Clark
Q197877	7f3cefc4-ef3e-48b6-a1ca-6d2223628482: isotype of Gongylolepis oblanceolata Pruski
Q197878	7f41ce26-aa3c-4dbf-b2d7-082168f56350: isotype of Silphium perplexum J.R.Allison
Q197879	7f4aa5eb-c080-4f36-a6f9-3c9ef97f6a14: lectotype of Psoralea reverchonii S.Watson
Q197880	7f4aa6cc-2d86-4da2-962d-f3183caafac0: isotype of Physaria scrotiformis O'Kane
Q197881	7f4c5b95-290e-4aa1-b2e6-36cf5d922386: isotype of Nectandra berchemiifolia var. caucana Meisn.
Q197882	7f4ddee4-deeb-434c-9d39-c519ad90b8e4: isotype of Brachychiton chrysocarpus Cowie & Guymer
Q197883	7f5078b8-d01b-4a41-9b8f-9c3838f52631: isotype of Grevillea miqueliana subsp. cincta Molyneux & Stajsic
Q197894	7fa9a68a-cb4c-42aa-9985-fb1000fa88bb: isotype of Pterostylis uliginosa D.L.Jones
Q197895	7faf60ac-44a5-400a-b1e9-daf060fe741a: isotype of Dendrobium fornax Ormerod
Q197896	7fafe6ef-145a-48e1-a7df-2c3588356d31: isotype of Ternstroemia washikiatii Cornejo & C.Ulloa
Q197897	7fb018d0-665a-47bf-b6e2-7b0376a34945: isotype of Eremophila pterocarpa subsp. acicularis Chinnock
Q197898	7fb50fa2-3ef9-4ef2-8d49-c8ab38c82f67: holotype of Stachytarpheta chamissonis var. longipetiolata Moldenke
Q197899	7fb53121-7534-4341-93f0-def0cde4b3a0: holotype of Taraxacum jugiferum H.Øllg.
Q197900	7fb99142-3f38-407d-96cf-eb4153924449: isotype of Isoetes killipii C.V.Morton
Q197901	7fbeb330-9fb9-40a0-948d-969776205302: isotype of Solanum homalospermum Chiarini
Q197902	7fbed68c-624e-41d1-a175-4ccf41dc179a: isotype of Palicourea amorimii C.M.Taylor & J.G.Jardim
Q197903	7fc5a1db-4c69-41a8-9ba1-a79daecde81d: isotype of Mimosa suburbana Barneby
Q197884	7f58cc74-822c-4ff7-9af4-29e446b34d01: isotype of Solanum argopetalum A.R.Bean
Q197885	7f67a9ec-f7dc-43a1-a15d-55ffb8040f4d: isotype of Turnera melochioides var. oblongifolia Urb.
Q197886	7f6b152d-3a0b-4100-8721-9bd32912b7cb: holotype of Kayea meridionalis W.E.Cooper & Zich
Q197887	7f6f2020-7ee1-46fb-9aa3-485de4126036: isotype of Votomita roraimensis Morley
Q197888	7f79a288-1307-4cab-9fe6-d82be76f75b7: holotype of Eucalyptus lehmannii subsp. parallela D.Nicolle & M.E.French
Q197889	7f7fbbfb-1655-4413-8340-dc7aca21a15c: isotype of Eremophila densifolia subsp. capitata Chinnock
Q197890	7f98431e-c48d-4747-b98c-53880b9334d8: isotype of Piper delirioi Sarnaglia & E.F.Guim.
Q197891	7f9beaa2-6832-4072-b013-baf41b5a8a49: isotype of Fernandezia ichneumonea Ormerod
Q197892	7fa4420d-5dae-44b1-ac8f-453998f760e7: isotype of Penstemon rhizomatosus N.H.Holmgren
Q197893	7fa94220-42d9-4f83-86b5-dae8c3f02361: holotype of Calandrinia kalanniensis Obbens
Q197904	7fc73919-5cbd-4aab-ac46-176477aede8b: isotype of Spermacoce lamprosperma Harwood
Q197905	7fc7e662-34ec-4629-ace3-b5242d6a1e3f: isotype of Tephrosia sousae O.Téllez
Q197906	7fc86d9f-4a61-434b-a936-5d6552bbac12: holotype of Doliocarpus pruskii Aymard
Q197907	7fca49ae-034e-45e6-80f5-ff3a54404ff3: holotype of Sisyrinchium scoparium E.P.Bicknell
Q197908	7fcc19012dddd55fca80749998eea0b8: isotype of Ocotea sauroderma Lorea-Hern.
Q197909	7fcf9894-147b-40f9-bade-1bb48bd7c0e4: holotype of Eremalche kernensis C.B.Wolf
Q197910	7fd12711afc35f88cd979007684afd83: isotype of Spigelia chiapensis K.Gould
Q197911	7fd1c3b8-665f-4216-8ec6-469cc04d114a: holotype of Coptis minamitaniana Kadota
Q197912	7fd62fc8-e34d-404b-9a1a-80c6933af80a: isotype of Lepidosperma gibsonii R.L.Barrett
Q197913	7fd63db0-5da3-4b09-8e51-ff1c5e9f5c69: holotype of Mascagnia haenkeana W.R.Anderson
Q197914	7fd7f7dd-6838-409d-b977-3d65e80e5acc: holotype of Machaerium habroneurum Standl.
Q197915	7fd9ea67-a113-409d-ab21-dbc81f093f6e: holotype of Byrsonima macrostachya W.R.Anderson
Q197916	7fdae78a-5bbf-4563-9633-b383face6c75: isotype of Mimosa struthionoptera Barneby
Q197917	7fdb2d1c-3dc5-4cca-8f94-ee03a731103e: holotype of Macrolobium conjunctum R.S.Cowan
Q197918	7fdeeced-b7f6-4e9c-91d1-030523852bc8: holotype of Rhodomyrtus kaweaensis N.Snow
Q197919	7feaeaff-bba6-416d-8f52-2e019aa9ff02: isotype of Rustia bilsana Delprete
Q197920	7ff02208-473f-499e-ac30-53c27e0baf19: holotype of Corchorus lasiocarpus Halford
Q197921	7ffa0bde-b75b-45f1-be95-185ff62bac0e: isotype of Caladenia gardneri Hopper & A.P.Br.
Q197922	7ffcbe5a-248f-41d1-b6e5-6983ebc41f2d: isotype of Hymenophyllum soriemersum Rouhan & C.Del Rio
Q197923	80008766-2c6c-4777-9515-223f3ca6cdcd: isotype of Marshallia legrandii Weakley
Q197924	8000c46c-7b66-45f2-ad2d-eb976d737524: holotype of Brassia escobariana Garay
Q197925	800c0fa1-5d4d-4749-96dc-136df192d9ba: holotype of Senecio productus I.Thomps.
Q197926	801039f5-293b-4df4-a04b-84a1146af3fa: isotype of Melaleuca megalongensis Craven & S.M.Douglas
Q197927	80120048-99e1-458d-9c2f-45eaaa6cde7a: holotype of Peristylus hylophiloides Ormerod
Q197928	8017ca38-ecf8-43d5-a96d-eee95497a263: isotype of Megalastrum glabrum R.C.Moran & J.Prado
Q197929	80200f70-d7a0-41a4-971d-93ae7b8ab121: isotype of Plinia ambivalens M.C.Souza & Sobral
Q197930	8028cd15-61d9-4f56-aa26-8e059c347119: isotype of Cohniella caatingaensis Cetzal, V.P.Castro & Marçal
Q197931	802a57f9-1761-448d-b9ac-5c54a25e217f: holotype of Cycnoches cooperi var. villenae G.F.Carr & A.Prieto
Q197932	802fb2b6-ed3e-44cc-8219-19816ff88ee2: isotype of Gentlea maculata Lundell
Q197933	803019cf-fd74-4106-bab9-d0ebadf40837: isotype of Lithospermum leymebambense Weigend & Nürk
Q197934	8039b52c-8562-401a-b1e6-557dc48eb8f4: isotype of Valeriana rzedowskiorum Barrie
Q197935	803d3232-69f3-4f76-860a-932da1df4c03: isotype of Pimelea fugiens A.R.Bean
Q197936	803e4eea-ca1a-4c06-ac6c-291c51540ec3: isolectotype of Diplopappus inuloides Hook. & Arn.
Q197937	8047ca56-fb40-417a-9d4a-621795934eeb: holotype of Dendrobium cobra Ormerod
Q197938	80481aad-014f-4397-85c0-41141ef973a5: isotype of Dysoxylum middletonianum W.N.Takeuchi
Q197939	8049cee4-3bc7-47ff-9b53-0a33c1d7f5db: isotype of Byttneria cristobaliana Dorr
Q197940	804a45c7-3077-4285-833c-15dfa96c16d7: isotype of Martinezia killipii Burret
Q197941	804ef095-e5c4-4675-b3e7-5e4bc3ff165c: isotype of Wurmbea flavanthera T.D.Macfarl., A.P.Br. & C.J.French
Q197942	88c69888-0137-47c3-bbee-4f16f1888ca5: holotype of Macrocarpaea maguirei Weaver & J.R.Grant
Q197943	88cae90e-52a0-40be-8c1f-c78804feeeff: isotype of Psydrax attenuata var. tenella S.T.Reynolds & R.J.F.Hend.
Q197944	88cd6adc-7dcb-460f-af5b-1cf591862d80: holotype of Tillandsia nervata L.B.Sm.
Q197945	88ce8c1b-6c0b-4b41-831e-f1bb9dd9eaf0: isotype of Spigelia megapotamica Fern.Casas
Q197946	88d1f3b8-5a78-4c2f-ad93-598debc9dbf2: isotype of Crudia abbreviata A.R.Bean
Q197947	88d24d13-f271-4a4a-8ebb-4ee703d32d49: isotype of Heliotropium microsalsoloides Craven
Q197948	88d316224a035da341f83810c4e3737d: isotype of Pectis pimana Laferr. & D.J.Keil
Q197949	88d42791-9dac-4c13-af90-b23036055497: isotype of Hypolepis stolonifera var. nebularis Schwartsb.
Q197950	88d60157c99f3a24dd93ef062b18a637: holotype of Phaseolus reticulatus Freytag & Debouck
Q197951	88d9459a-7343-40da-b929-fc28d5dd82dd: holotype of Sphyrospermum dolichanthum Luteyn
Q197952	88e1ea4e-3f22-4ebe-afd9-7d376113412a: isotype of Mimosa taxifolia Bong. ex Benth.
Q197953	88e2b243-9c0a-43e5-b469-929005f604cb: holotype of Gomphrena verecunda R.W.Davis
Q197954	88e34c10-ffbc-46ad-b8ea-2fa190cd9c5f: isotype of Nautilocalyx coccineus Feuillet & L.E.Skog
Q197955	88e8bc0e-8fb1-4993-8b6b-41c5f647e452: isotype of Hypobathrum sampitense Mulyan. & Ridsdale
Q197956	88ebdb71-b373-49d0-85aa-e30a54bcb880: holotype of Pimelea curviflora subsp. planiticola N.G.Walsh & E.M.Schulz
Q197957	88eea51e-961a-4e99-8ad1-b2418f38308c: isotype of Hibiscus capitalensis Krapov. & Fryxell
Q197958	88f082c8-744f-432a-9531-f32ca71a98d8: isotype of Styrax platanifolius subsp. mollis P.W.Fritsch
Q197959	88f0fa99-ace2-4c05-9ce8-e9a2c597f4ad: holotype of Lycopus cokeri H.E.Ahles ex Sorrie
Q197960	88f34dcb-b31b-42ee-ad59-6f6ee7c44d47: isotype of Critoniopsis quillonensis H.Rob.
Q197961	88f764bf-0b03-477d-b71b-218d5f682265: holotype of Heliconia talamancana G.S.Daniels & F.G.Stiles
Q197962	88f7c10e-7a70-46c6-a79a-48c4eb242a70: isotype of Mentzelia sivinskii J.J.Schenk & L.Hufford
Q197963	88f9547c-0f2a-4ad5-b57c-dd7ef6577ed0: isotype of Erythrochiton trichanthus Kallunki
Q197964	88faeb75-ccd9-416f-ac45-8b3f70b5354d: holotype of Thelymitra odora R.J.Bates
Q197965	88fba80f-332f-4468-9d46-b86b89ac7e57: holotype of Boronia warangensis Duretto
Q197966	88fbf067-ab6e-4a48-af26-1eaf3af58182: isotype of Hypolepis rigescens var. paranaensis Schwartsb.
Q197967	89045608-4504-4b6a-9f11-f390443dfb50: isotype of Epidendrum chimantense Hágsater & Carnevali
Q197968	89046671-9bfd-4564-9c3a-762511f781f3: isotype of Leucopogon darlingensis subsp. rectus Hislop
Q197969	89049075-5c2a-48fd-ae0a-c67f409422eb: isotype of Philodendron ferrugineum Croat
Q197970	890b9600-530f-482b-9749-d3c5c1dab3f8: isotype of Rhapis kebangensis A.J.Hend.
Q197971	890ec138-265c-43ff-ac8b-64a3e3b2e200: holotype of Ferdinandusa neblinensis Steyerm.
Q197972	89100911-e3a5-4b84-b507-7434ef220c9f: isotype of Waltheria bicolor J.G.Saunders
Q197973	89116cfe-4dab-49dd-a50e-a4d9cf43981e: holotype of Exostema myrtoides Alain
Q197974	891ab6ec6a87a7e91c242be576ebf802: holotype of Wedelia tehuantepecana B.L.Turner
Q197975	8920a9d0-7605-4020-a22c-1512a4add611: holotype of Boronia hapalophylla Duretto, F.J.Edwards & P.G.Edwards
Q197976	8921482b-4e07-47c9-8241-7dcc2153e2c0: holotype of Eremophila mirabilis Chinnock
Q197977	89258f00-9dd8-49f3-8317-97378dce8369: isotype of Vittaria appalachiana Farrar & Mickel
Q197978	892af68c-06fc-4ca1-a81f-7b2f2231da31: isotype of Geranium sagasteguii Aedo
Q197979	892b6244-1410-45de-b803-91d538eb6296: holotype of Botrychium pseudopinnatum W.H.Wagner
Q197980	892e6aae-9fc0-4040-b866-c3c5915ba0a8: holotype of Gossia yelana N.Snow & Peter G.Wilson
Q197981	892e78ae-1eed-4a97-a9aa-82f4db0cc42e: holotype of Ichnanthus swallenii K.E.Rogers
Q197982	893337d9-b96b-4e70-b7c9-71c7e54e47bd: lectotype of Heliotropium angustifolium Torr.
Q197983	893429: holotype of Dactylorhiza osiliensis Pikner
Q197984	8937b501-9901-429d-bb54-fa4a6c1920cc: lectotype of Mimulus viscidus Congdon
Q197985	893e474b-9e84-45a6-a451-5b9756c74545: isotype of Hibiscus fluvialis Juswara & Craven
Q197986	893ed355-3a3e-4b8e-876e-36b3f534ccdf: isotype of Diuris insignis D.L.Jones & C.J.French
Q197987	8941d4a2-7c6d-4ff1-900a-754d04e4453b: isotype of Diastema galeopsis Fritsch
Q197988	8943b6d2-3ea9-4dbe-b00b-129420c0b60b: isotype of Pityrodia scabra subsp. dendrotricha K.A.Sheph.
Q197989	894958c8-976d-49de-ba5b-b49cd7c1a60c: holotype of Veronica grosseserrata B.G.Briggs & Ehrend.
Q197990	894a2edd-b80f-4924-804f-28660612a56b: holotype of Leucopogon simulans Hislop
Q197991	894d4151-bd38-463a-b120-bd67942b5696: isolectotype of Malvastrum marrubioides Durand & Hilg.
Q197992	89527f58-975e-4ba2-88aa-442455a2cd4c: holotype of Eriochilus pulchellus Hopper & A.P.Br.
Q197993	89553696-c4e9-4226-8209-a675d5a4512f: holotype of Utricularia petertaylorii Lowrie
Q197994	89568406-657b-4b69-9283-4b437c0e3f13: isotype of Castilleja collegiorum J.M.Egger & Malaby
Q197995	895f1fd2-e821-41a1-80be-98389524af7f: holotype of Rubus sceleratus Brainerd ex Fernald
Q197996	8964e972-7586-4ccf-8b8c-ac1b1140a2e1: holotype of Carex radfordii Gaddy
Q197997	8968ce5c-0293-4966-ba67-b6a741b1a88b: isotype of Malleostemon microphyllus Rye & Trudgen
Q197998	8970ec130ead14e9cd7d2bafc8b03f5a: holotype of Cymbopetalum mayanum Lundell
Q197999	89722774-c57e-4200-9023-6f94e2007b98: isotype of Hibbertia pulchra var. crassinervia J.R.Wheeler
Q198000	89726751-b606-4f0b-aab0-eba4581836de: holotype of Pouzolzia nivea S.Watson
Q198001	89734662-36ca-4f9c-91a9-e6247892717e: holotype of Eriogonum lachnogynum var. colobum Reveal & A.Clifford
Q198002	89738267-beff-4258-aed9-208bfe0a22a7: holotype of Effusiella scolnikiae Luer & Endara
Q198003	897E3C73-2805-4CD3-9E6C-6767DD8D9995: isotype of Mentzelia argillicola N.H.Holmgren & P.K.Holmgren
Q198004	897b9b56-6016-47ec-a626-9c337453367c: isotype of Thelymitra latiloba Jeanes
Q198005	897dfc1c-7be4-4bb0-84ed-816279ebb495: isotype of Hebeclinium escobariae H.Rob.
Q198006	8981189c-1edc-40db-9a1a-4e8836324cfb: isotype of Cryptandra gemmata A.R.Bean
Q198007	8981f5c016ac1b45c66d9582000087c7: holotype of Zephyranthes orellanae Carnevali, Duno & J.L.Tapia
Q198008	89847791-c3d7-4e64-a0a6-88f6cecdc4f6: holotype of Prasophyllum erythrocommum D.L.Jones & D.T.Rouse
Q198009	89870549-05d2-421f-b3a1-5480ef46bddb: holotype of Bulbophyllum caudatum L.O.Williams
Q198010	898e5df2-0ed3-44fc-a54b-ae4762d347e3: isotype of Cotoneaster naninitens J.Fryer & B.Hylmö
Q198011	898f4fc9-e0d3-4d13-a8e5-b7983cb40bef: isotype of Solanum acanthodapis A.R.Bean
Q198012	898f5cdb-304e-4b19-a482-0af8e8fe8940: isotype of Ecclinusa cuatrecasasii Aubrév.
Q198013	89904715-ecec-4beb-a51f-de9c3f5bc459: isotype of Liatris glandulosa G.L.Nesom & O'Kennon
Q198014	899195d6-48ee-42d6-a2fd-42d9ffedf8ef: holotype of Tapeinostemon rugosus Maguire & Steyerm.
Q198015	899213d1-99c9-4283-a69a-e5f4a8df52ac: isotype of Pouteria ciliata Alves-Araújo & M.Alves
Q198016	899b4ef1-9b80-43f4-a98f-190e6d85d790: isotype of Elaphoglossum mickeliorum F.B.Matos & R.C.Moran
Q198017	899e4072-11b1-496b-b79f-94c3558aab22: isotype of Eremophila caespitosa Chinnock
Q198018	899f9670-4b9f-4ded-891d-adabb7751566: lectotype of Pleurothallis octomeriae Schltr.
Q198019	89C940D0-9EB0-4855-B5E5-3C70D01D9D66: isotype of Pycnandra belepensis Swenson & Munzinger
Q198020	89E99246-D2AD-4DDD-B345-39877CDA1A43: holotype of Cardamine intonsa Heenan
Q198021	89a11862-3c31-43c7-b485-7670f55e4dd4: holotype of Eucalyptus opimiflora D.Nicolle & M.E.French
Q198022	89a17381-e301-4b40-8978-b97d3e8135b6: lectotype of Myriocarpa bifurca Liebm.
Q198023	89a5c80f-09d4-4479-80a5-6db9cfc175b0: holotype of Prostanthera stenophylla B.J.Conn
Q198024	89ab45db-1234-4161-a71a-7df27f4f0f0b: isotype of Piper multinervium var. pubescenticaule Trel.
Q198025	89afe7d9-5ee7-4027-a1fc-a4a1e1975911: holotype of Tecticornia mellaria K.A.Sheph.
Q198026	89b15f00-8137-49e6-b151-9e39555f5e61: isotype of Lepidosperma hispidulum G.T.Plunkett, J.J.Bruhl & K.L.Wilson
Q198027	89b4ab50-f4e8-4cca-b8fd-0939769592a7: holotype of Micromyrtus placoides Rye
Q198028	89b6eeaa-d9cd-4e77-afa3-c4bc4c465e82: isotype of Enterolobium blanchetii Benth.
Q198029	89bbce94f73ec19fdfcc93582a58674e: holotype of Euonymus haberi Lundell
Q198030	89be833c-88f5-4b27-ad91-520327953bdc: isotype of Symbolanthus rusbyanus Gilg
Q198031	89c06c57-b098-4e81-9afe-963d9862f66f: isotype of Eucalyptus polybractea subsp. subcerea Rule
Q198032	89c213e5-a237-488d-b578-6cb292d6aec5: isotype of Miconia howardiana Judd, Salzman & Skean
Q198033	89c79e282bcbad7888ea73c15425bfb8: isotype of Eupatorium guiengolense L.Torres & Villaseñor
Q198034	89c83fed-3efe-473a-84cf-d4055c252a15: isotype of Coryphantha runyonii Britton & Rose
Q198035	89c87170-c192-4b95-a3a4-8b66e07266bd: isotype of Lycaste maxibractea D.E.Benn. & Oakeley
Q198036	89cd04c2-592b-48fd-98f5-d587a8e36afc: holotype of Trochocarpa montana J.B.Williams & J.T.Hunter
Q198037	89d02437-97e1-44b5-8303-48058463e186: isotype of Stigmaphyllon mathiasiae W.R.Anderson
Q198038	89d33840-9d07-4aed-87e8-43bc0e2c268e: isotype of Miconia howardiana Judd, Salzman & Skean
Q198039	89d5bcc1-74f3-42d8-8e8e-e9095bf05ec7: holotype of Eremophila campanulata Chinnock
Q198040	89d73855-f179-4f96-9745-df6086bd0129: holotype of Zamia macrochiera D.W.Stev.
Q198041	89dd72e9-b242-4923-9a8f-e3dd1f23cb91: holotype of Senecio arboluco Cuatrec.
Q198042	72009c85-e9fc-4fff-8cc5-c93362bf318b: isotype of Philodendron hebetatum Croat
Q198043	720728df486d22f81a3ffb0f651cf422: holotype of Carphochaete durangensis Grashoff ex B.L.Turner
Q198044	720a8f29-08b3-40eb-b603-8036dc522ddf: isotype of Bunochilus loganii D.L.Jones
Q198045	720b2710-87db-428c-8499-a0866c1290d1: isotype of Coprosma fowerakeri D.A.Norton & de Lange
Q198046	7215befd-c106-4a8a-83d3-b75963034a73: holotype of Veronica sobolifera B.G.Briggs & Ehrend.
Q198047	72196663-b34a-4cb9-91c0-61ac3d20f58d: holotype of Liparis rockii Ormerod
Q198048	721bc03f-3164-465a-9aea-3fce2b083c14: holotype of Cryptandra crispula Rye
Q198049	721e45a4-7fe6-4acd-8625-0184f2839734: isotype of Spyridium furculentum W.R.Barker & Kellermann
Q198050	722008d3-bada-4f29-a602-d385141b8ada: lectotype of Leptolobium elegans Vogel
Q198051	7220f61b-d49f-46af-a3cb-c85a64d741ba: isotype of Solanum smithii S.Knapp
Q198052	722351c8-c9bb-4bc5-8e9f-d0a7c33f88cc: isotype of Navarretia miwukensis D.Gowen & L.A.Johnson
Q198053	722a5e8d-5ee1-4dd4-a8fa-f5652cab35c2: isotype of Ruellia multisetosa Rusby
Q198054	722c66ab-8b30-4db7-89a7-9c753f443a51: lectotype of Triplaris setosa Rusby
Q198055	722ea8ac-eac8-49b3-8bac-7a37bf8514b3: holotype of Calyptranthes apoda McVaugh
Q198056	722ec5ef-9d87-4c65-b158-d19e11dbd048: isotype of Physaria scrotiformis O'Kane
Q198057	722ed256-9523-406b-9850-3df2ee24b73c: lectotype of Peixotoa jussieuana var. glabrescens Nied.
Q198058	72312938-c747-47d2-aee8-b7d00d2f28d8: holotype of Cremanthodium latilobum Y.S.Chen
Q198059	7237f9c3-1897-4cc5-aeec-96bbe5ccef59: holotype of Ocotea celiana C.K.Allen
Q198060	723aa1bd-5677-4029-9ba0-7c7395e3f729: isotype of Salvia tuerckheimii Urb.
Q198061	723b2f0e-1b30-4bb9-82b3-2d28c889d3fe: isotype of Eremophila rostrata subsp. trifida Chinnock
Q198062	7240BDCE-33DB-4E0A-942B-984917849B08: isotype of Phacelia buell-vivariensis N.D.Atwood
Q198063	724386b7-9e34-44be-ab7c-3492ef45e5c9: holotype of Philodendron triangulare G.S.Bunting
