fullname	ipni	authorship	taxonKey	taxonRank	rank
Hypericum boehlingraabei Kit Tan, Iatroú, Vold & Strid	60470328-2	Kit Tan, Iatroú, Vold & Strid	8319413	species	Q16
Hypericum bolivaricum N.Robson	278572-2	N.Robson	3714872	species	Q16
Hypericum bordignonii Vog.Ely & Boldrini	77153900-1	Vog.Ely & Boldrini	8658299	species	Q16
Hypericum brasiliense Choisy	278573-2	Choisy	7330346	species	Q16
Hypericum callacallanum N.Robson	278575-2	N.Robson	3714551	species	Q16
Hypericum caracasanum var. turumiquirense Steyerm.	278578-2	Steyerm.	6436945	variety	Q18
Hypericum cassiopiforme N.Robson	278580-2	N.Robson	3714246	species	Q16
Hypericum cordatum subsp. kleinii N.Robson	278584-2	N.Robson	3713792	subspecies	Q17
Hypericum denticulatum Walter	317531-2	Walter	3189539	species	Q16
Hypericum harlingii N.Robson	278593-2	N.Robson	3712014	species	Q16
Hypericum jeongjocksanense S.J.Park & K.J.Kim	60440627-2	S.J.Park & K.J.Kim	3711425	species	Q16
Hypericum macvaughii N.Robson	77072851-1	N.Robson	3714884	species	Q16
Hypericum marahuacanum subsp. strictissimum N.Robson	278606-2	N.Robson	3714768	subspecies	Q17
Hypericum martense N.Robson	278607-2	N.Robson	3714746	species	Q16
Hypericum minutiflorum Heenan	77100101-1	Heenan	7859613	species	Q16
Hypericum monroi N.Robson	77123422-1	N.Robson	8166662	species	Q16
Hypericum mutilum L.	126289-2	L.	3189462	species	Q16
Hypericum mutilum var. latisepalum Fernald	278609-2	Fernald	3189464	variety	Q18
Hypericum oaxacanum subsp. veracrucense N.Robson	77072850-1	N.Robson	3713889	subspecies	Q17
Hypericum pedersenii N.Robson	278616-2	N.Robson	3713458	species	Q16
Hypericum pleiostylum C.Rodr.Jim.	317527-2	C.Rodr.Jim.	3713127	species	Q16
Hypericum prietoi N.Robson	278621-2	N.Robson	3712948	species	Q16
Hypericum pseudocaracasanum Steyerm.	278623-2	Steyerm.	3712864	species	Q16
Hypericum quadrangulum var. immaculatum Murb.	325097-2	Murb.	3714979	variety	Q18
Hypericum radfordiorum Weakley ex J.R.Allison	60466941-2	Weakley ex J.R.Allison	8027354	species	Q16
Hypericum robsonii H.A.Keller & S.Crockett	77149875-1	H.A.Keller & S.Crockett	8426756	species	Q16
Hypericum rubicundulum Heenan	77100100-1	Heenan	8146075	species	Q16
Hypericum rubritinctum N.Robson	278629-2	N.Robson	3712068	species	Q16
Hypericum salvadorense N.Robson	278630-2	N.Robson	3711923	species	Q16
Hypericum silenoides subsp. minus N.Robson	278632-2	N.Robson	3711599	subspecies	Q17
Hypericum steyermarkii Standl.	126357-2	Standl.	3711327	species	Q16
Hypericum styphelioides subsp. clarense Lippold	60454608-2	Lippold	7456095	subspecies	Q17
Hypericum styphelioides subsp. moaense Lippold	60454609-2	Lippold	8050455	subspecies	Q17
Hypericum swinkianum G.Wilh. & Rericha	60478356-2	G.Wilh. & Rericha	10886061	species	Q16
Hypericum umbraculoides N.Robson	278643-2	N.Robson	3715028	species	Q16
Hypericum valleanum N.Robson	278644-2	N.Robson	3714955	species	Q16
Hypericum woodianum N.Robson	278645-2	N.Robson	3714655	species	Q16
Hypobathrum rheophyticum Mulyan. & Ridsdale	20007101-1	Mulyan. & Ridsdale	2900135	species	Q16
Hypobathrum sampitense Mulyan. & Ridsdale	20007106-1	Mulyan. & Ridsdale	2900084	species	Q16
Hypocalymma balbakiae Tauss & Rye	77327936-1	Tauss & Rye	3186716	species	Q16
Hypocalymma connatum Strid & Keighery	60428364-2	Strid & Keighery	3186709	species	Q16
Hypocalymma cordifolium subsp. minus Strid & Keighery	60428363-2	Strid & Keighery	3186726	subspecies	Q17
Hypocalymma gardneri Strid & Keighery	60428358-2	Strid & Keighery	3186700	species	Q16
Hypocalymma hirsutum Strid & Keighery	60428357-2	Strid & Keighery	3186740	species	Q16
Hypocalymma jessicae Strid & Keighery	60428361-2	Strid & Keighery	3186715	species	Q16
Hypocalymma lateriticola Rye & Keighery	77327937-1	Rye & Keighery	3186696	species	Q16
Hypocalymma magnificum Rye, Keighery & M.D.Barrett	77310661-1	Rye, Keighery & M.D.Barrett	12204080|3186696	species	Q16
Hypocalymma melaleucoides Gardner ex Strid & Keighery	60428362-2	Gardner ex Strid & Keighery	3186701	species	Q16
Hypocalymma polyandrum Rye, Keighery & M.D.Barrett	77310663-1	Rye, Keighery & M.D.Barrett	12189380|3186730	species	Q16
Hypocalymma serrulatum Strid & Keighery	60428356-2	Strid & Keighery	3186706	species	Q16
Hypocalymma sylvestris Strid & Keighery	60428359-2	Strid & Keighery	3186714	species	Q16
Hypocalymma tenuatum Strid & Keighery	60428355-2	Strid & Keighery	3186739	species	Q16
Hypocalymma uncinatum Strid & Keighery	60428354-2	Strid & Keighery	3186705	species	Q16
Hypocalymma verticillare Rye	77136366-1	Rye	9168975	species	Q16
Hypochaeris glabra L.	225504-1	L.	3093911	species	Q16
Hypochaeris radicata L.	225575-1	L.	3093702	species	Q16
Hypochaeris radicata subsp. rocinensis M.Á.Ortiz & Talavera	77201764-1	M.Á.Ortiz & Talavera	10688650	subspecies	Q17
Hypochaeris salzmanniana subsp. maroccana Förther & Podlech	20010368-1	Förther & Podlech	4228928	subspecies	Q17
Hypodematium delicatulum Rakotondr. & A.R.Sm.	77159771-1	Rakotondr. & A.R.Sm.	9651163	species	Q16
Hypoestes cinerea Hedrén	77075623-1	Hedrén	3778087	species	Q16
Hypolaena caespitosa B.G.Briggs & L.A.S.Johnson	77064415-1	B.G.Briggs & L.A.S.Johnson	2707733	species	Q16
Hypolaena viridis B.G.Briggs & L.A.S.Johnson	77064414-1	B.G.Briggs & L.A.S.Johnson	2707732	species	Q16
Hypolepis acantha Schwartsb.	77121637-1	Schwartsb.	7917147	species	Q16
Hypolepis barringtonii Schwartsb.	77194761-1	Schwartsb.	10746332	species	Q16
Hypolepis blepharochlaena Mickel & Beitel	278647-2	Mickel & Beitel	5532312	species	Q16
Hypolepis cubensis Schwartsb.	77194762-1	Schwartsb.	10813379	species	Q16
Hypolepis ditrichomatis R.C.Moran	278648-2	R.C.Moran	5532687	species	Q16
Hypolepis eurychlaena Mickel & Beitel	278649-2	Mickel & Beitel	5532670	species	Q16
Hypolepis feeana Schwartsb.	77194766-1	Schwartsb.	10870713	species	Q16
Hypolepis fimbriata Maxon ex Proctor	126575-2	Maxon ex Proctor	5532666	species	Q16
Hypolepis forzzae Schwartsb.	77194769-1	Schwartsb.	10690001	species	Q16
Hypolepis galapagensis Schwartsb. & J.Prado	77154687-1	Schwartsb. & J.Prado	7866955	species	Q16
Hypolepis jamaicensis Maxon ex Proctor	126583-2	Maxon ex Proctor	5532588	species	Q16
Hypolepis krameri Schwartsb., Boudrie & Cremers	77118575-1	Schwartsb., Boudrie & Cremers	7460398	species	Q16
Hypolepis lellingeri A.Rojas	20011747-1	A.Rojas	5532580	species	Q16
Hypolepis microchlaena Mickel & Beitel	278650-2	Mickel & Beitel	5532554	species	Q16
Hypolepis miodelii Schwartsb.	77194770-1	Schwartsb.	10681656	species	Q16
Hypolepis moraniana A.Rojas	20011748-1	A.Rojas	5532545	species	Q16
Hypolepis nigrescens Hook.	315282-2	Hook.	2711376	species	Q16
Hypolepis pedropaloensis Schwartsb. & J.Prado	77156135-1	Schwartsb. & J.Prado	8139753	species	Q16
Hypolepis rigescens var. paranaensis Schwartsb.	77194771-1	Schwartsb.	10741169	variety	Q18
Hypolepis rugosula subsp. pradoana Schwartsb.	77121638-1	Schwartsb.	7738610	subspecies	Q17
Hypolepis scandens M.Kessler & A.R.Sm.	77087335-1	M.Kessler & A.R.Sm.	5532379	species	Q16
Hypolepis stolonifera var. nebularis Schwartsb.	77121639-1	Schwartsb.	7532313	variety	Q18
Hypolepis sunduei Schwartsb.	77194768-1	Schwartsb.	10819418	species	Q16
Hypolepis trichobacilliformis R.C.Moran	278652-2	R.C.Moran	5532346	species	Q16
Hypolepis trichochlaena Mickel & Beitel	278653-2	Mickel & Beitel	5532330	species	Q16
Hypolepis trinationalis Schwartsb.	77118546-1	Schwartsb.	7721305	species	Q16
Hypolepis woodii Schwartsb.	77174880-1	Schwartsb.	9715647	species	Q16
Hypolepis zimmerae Schwartsb.	77194767-1	Schwartsb.	10750932	species	Q16
Hypolytrum amorimii M.Alves & W.W.Thomas	20008277-1|324177-2	M.Alves & W.W.Thomas	2709260	species	Q16
Hypolytrum amplissimum M.Alves & W.W.Thomas	20007457-1|324248-2	M.Alves & W.W.Thomas	2709293	species	Q16
Hypolytrum bahiense M.Alves & W.W.Thomas	20008278-1|324178-2	M.Alves & W.W.Thomas	2709272	species	Q16
Hypolytrum glomerulatum M.Alves & W.W.Thomas	20007459-1|324250-2	M.Alves & W.W.Thomas	2709263	species	Q16
Hypolytrum jardimii M.Alves & W.W.Thomas	324179-2|20008279-1	M.Alves & W.W.Thomas	2709408	species	Q16
Hypolytrum leptocalamum M.Alves & W.W.Thomas	20008280-1|324180-2	M.Alves & W.W.Thomas	2709363	species	Q16
Hypolytrum lucennoi M.Alves & W.W.Thomas	324251-2|20007460-1	M.Alves & W.W.Thomas	2709413	species	Q16
Hypolytrum paraense M.Alves & W.W.Thomas	20008281-1|324181-2	M.Alves & W.W.Thomas	2709411	species	Q16
Hypolytrum shurenii D.A.Simpson & G.C.Tucker	77107858-1	D.A.Simpson & G.C.Tucker	6311069	species	Q16
Hypolytrum unispicatum Sosef & D.A.Simpson	77069451-1	Sosef & D.A.Simpson	2709378	species	Q16
Hypoxis angustifolia var. madagascariensis Wiland	20005501-1	Wiland	2852821	variety	Q18
Hypoxis atlantica Funez, Hassemer & J.P.R.Ferreira	77158798-1	Funez, Hassemer & J.P.R.Ferreira	8971296	species	Q16
Hypoxis cavernicola M.D.Barrett	77185938-1	M.D.Barrett	10680489	species	Q16
Hypoxis colliculata Sánchez-Ken	77107512-1	Sánchez-Ken	6314338	species	Q16
Hypoxis fibrata Brackett	126634-2	Brackett	2852806	species	Q16
Hypoxis nivea Y.Singh	77085087-1	Y.Singh	2852932	species	Q16
Hypoxis rigida Chapm.	309011-2	Chapm.	2852957	species	Q16
Hypoxis salina M.Lyons & Keighery	77091370-1	M.Lyons & Keighery	9255055	species	Q16
Hypserpa ademae W.N.Takeuchi	77088386-1	W.N.Takeuchi	3830071|7268674	species	Q16
Hyptidendron albidum Harley & Antar	77163260-1	Harley & Antar	9386212	species	Q16
Hyptidendron pulcherrimum Antar & Harley	77215126-1	Antar & Harley	10810405	species	Q16
Hyptidendron roseum Antar, Harley & J.F.B.Pastore	77205676-1	Antar, Harley & J.F.B.Pastore	10603837	species	Q16
Hyptis argyrophylla Harley	278673-2	Harley	7306578	species	Q16
Hyptis argyrophylla var. pedunculata Harley	278674-2	Harley	3882895	variety	Q18
Hyptis carvalhoi Harley	278680-2	Harley	3882091	species	Q16
Hyptis colubrimontis Epling & Játiva	126767-2	Epling & Játiva	7306434	species	Q16
Hyptis digitata Harley	278689-2	Harley	3905772	species	Q16
Hyptis fallax Harley	77065620-1	Harley	3905273	species	Q16
Hyptis grisea Harley	77121673-1	Harley	7711281	species	Q16
Hyptis hagei Harley	278696-2	Harley	3904708	species	Q16
Hyptis halimifolia var. pauciflora Harley	278697-2	Harley	3904687	variety	Q18
Hyptis imbricatiformis Harley	278699-2	Harley	3904371	species	Q16
Hyptis irwinii Harley	126912-2	Harley	3904087	species	Q16
Hyptis jacobi Fern.Alonso	77109873-1	Fern.Alonso	7501637	species	Q16
Hyptis jurgensenii var. angustata Briq.	306570-2	Briq.	7306422	variety	Q18
Hyptis kempffiana Harley	77121672-1	Harley	7787023	species	Q16
Hyptis kramerioides Harley & J.F.B.Pastore	77104368-1	Harley & J.F.B.Pastore	7928744	species	Q16
Hyptis leptostachys subsp. caatingae Harley	278702-2	Harley	3903576	subspecies	Q17
Hyptis macrosiphon Briq.	278706-2	Briq.	3903118	species	Q16
Hyptis macvaughii J.G.González & Art.Castro	77140283-1	J.G.González & Art.Castro	9459849	species	Q16
Hyptis maya Harley	77110364-1	Harley	8213819	species	Q16
Hyptis multibracteata Benth.	448258-1	Benth.	3902543	species	Q16
Hyptis nubicola Harley	306455-2	Harley	3902199	species	Q16
Hyptis paradisi Harley	127046-2|278709-2	Harley	3901871	species	Q16
Hyptis pastorei Harley & Antar	77198012-1	Harley & Antar	10864797	species	Q16
Hyptis perbullata Fern.Alonso	305431-2	Fern.Alonso	3901608	species	Q16
Hyptis pinheiroi Harley	278712-2	Harley	3901452	species	Q16
Hyptis piranii Harley	304828-2	Harley	3901433	species	Q16
Hyptis riparia Harley	77073869-1	Harley	3900728	species	Q16
Hyptis rugosula Briq.	127123-2	Briq.	3883378	species	Q16
Hyptis silvinae Harley	278718-2	Harley	3900099	species	Q16
Hyptis simplex A.St.-Hil. ex Benth.	278719-2	A.St.-Hil. ex Benth.	3900070	species	Q16
Hyptis siphonantha Harley	127157-2	Harley	3899978	species	Q16
Hyptis tacianae Harley	77073870-1	Harley	3899532	species	Q16
Hyptis tagetifolia Harley	127182-2	Harley	3899483	species	Q16
Hyptis tetracephala Bordignon	304739-2	Bordignon	3899400	species	Q16
Hyptis tuberosa Harley	77121675-1	Harley	7393397	species	Q16
Hyptis vauthieri Briq.	278722-2	Briq.	3883476	species	Q16
Hyptis viatica Harley	278724-2	Harley	3898847	species	Q16
Hyptis woodii Harley	77121674-1	Harley	8116873	species	Q16
Hysterionica aberrans var. hunzikeri Ariza	127234-2	Ariza	4228507	variety	Q18
Hysterionica matzenbacheri A.A.Schneid.	77118453-1	A.A.Schneid.	7764059	species	Q16
Hysterionica pinnatiloba Matzenb. & Sobral	314709-2	Matzenb. & Sobral	3089629	species	Q16
Hysterionica pinnatisecta Matzenb. & Sobral	314708-2	Matzenb. & Sobral	3089608	species	Q16
Hysterobaeckea cornuta Rye	77195416-1	Rye	10821194	species	Q16
Hysterobaeckea glandulosa Rye	77195417-1	Rye	10888242	species	Q16
Hysterobaeckea graniticola Rye	77195418-1	Rye	10802801	species	Q16
Hysterobaeckea longipes Rye	77195419-1	Rye	10712671	species	Q16
Hysterobaeckea occlusa Rye	77195420-1	Rye	10694248	species	Q16
Hysterobaeckea ochropetala subsp. cometes Rye	77195421-1	Rye	10719767	subspecies	Q17
Hysterobaeckea ochropetala subsp. reliqua Rye	77195422-1	Rye	10837063	subspecies	Q17
Hysterobaeckea petraea Rye	77195423-1	Rye	10687206	species	Q16
Hysterobaeckea pterocera Rye	77195424-1	Rye	10828294	species	Q16
Hysterobaeckea setifera Rye	77195425-1	Rye	10770113	species	Q16
Hysterobaeckea setifera subsp. meridionalis Rye	77195426-1	Rye	10853897	subspecies	Q17
Ibarraea wendtii Lundell	127265-2|278726-2	Lundell	3722110	species	Q16
Ibatia pucara Morillo	77303997-1	Morillo	12248375	species	Q16
Ibatia rusbyi Morillo	77129425-1	Morillo	8004104	species	Q16
Ibatia woodii Morillo	77129426-1	Morillo	7797100	species	Q16
Ibatiria furfuracea W.E.Cooper	77202177-1	W.E.Cooper	2952255	species	Q16
Iberis amara L.	324660-2	L.	5377163	species	Q16
Iberis sempervirens L.	324670-2	L.	5551241	species	Q16
Ibervillea maxima Lira & Kearns	278729-2	Lira & Kearns	3624582	species	Q16
Icacorea alajuelae Lundell	278730-2	Lundell	3722071	species	Q16
Icacorea denticulata Lundell	317202-2	Lundell	3721684	species	Q16
Icacorea samalana Lundell	278744-2	Lundell	3720485	species	Q16
Icacorea utleyi Lundell	278746-2	Lundell	3718754	species	Q16
Ichnanthus adpressus C.Silva & R.P.Oliveira	77129841-1	C.Silva & R.P.Oliveira	7610105	species	Q16
Ichnanthus annuus Killeen & Kirpes	304091-2	Killeen & Kirpes	4146560	species	Q16
Ichnanthus areolatus K.E.Rogers	127453-2	K.E.Rogers	4146526	species	Q16
Ichnanthus bolivianus K.E.Rogers	127458-2	K.E.Rogers	4108725	species	Q16
Ichnanthus brasiliensis K.E.Rogers	127459-2	K.E.Rogers	4108694	species	Q16
Ichnanthus breviacuminatus K.E.Rogers	127461-2	K.E.Rogers	4108680	species	Q16
Ichnanthus breviscrobs Döll	278747-2|127463-2	Döll	7883270	species	Q16
Ichnanthus calvescens var. scabrior Döll	127468-2	Döll	7713536	variety	Q18
Ichnanthus candicans var. velutinus Döll	278748-2	Döll	8329857	variety	Q18
Ichnanthus colonarius K.E.Rogers	127478-2	K.E.Rogers	4108027	species	Q16
Ichnanthus confertus K.E.Rogers	127479-2	K.E.Rogers	4108017	species	Q16
Ichnanthus exilis K.E.Rogers	127489-2	K.E.Rogers	4107813	species	Q16
Ichnanthus hitchcockii K.E.Rogers	127497-2	K.E.Rogers	4107604	species	Q16
Ichnanthus itacolumensis K.E.Rogers	127500-2	K.E.Rogers	4107527	species	Q16
Ichnanthus latifolius K.E.Rogers	127506-2	K.E.Rogers	4146407	species	Q16
Ichnanthus leptophyllus Döll	127508-2	Döll	4146369	species	Q16
Ichnanthus longhi-wagnerae A.C.Mota & R.P.Oliveira	77121307-1	A.C.Mota & R.P.Oliveira	8125656	species	Q16
Ichnanthus nemorosus var. swartzii K.E.Rogers	127519-2	K.E.Rogers	4105665	variety	Q18
Ichnanthus papillatus K.E.Rogers	127525-2	K.E.Rogers	4146110	species	Q16
Ichnanthus parodii K.E.Rogers	127526-2	K.E.Rogers	4146078	species	Q16
Ichnanthus petraeus K.E.Rogers	127530-2	K.E.Rogers	4146019	species	Q16
Ichnanthus ramosissimus K.E.Rogers	127539-2	K.E.Rogers	4105185	species	Q16
Ichnanthus ruprechtii Döll	278755-2	Döll	8374614	species	Q16
Ichnanthus standleyi Hitchc.	278758-2	Hitchc.	4104950	species	Q16
Ichnanthus sucrensis K.E.Rogers	127555-2	K.E.Rogers	4104896	species	Q16
Ichnanthus swallenii K.E.Rogers	127556-2	K.E.Rogers	4104661	species	Q16
Ichnanthus tarijianus K.E.Rogers	127558-2	K.E.Rogers	4104635	species	Q16
Ichnanthus tipuaniensis K.E.Rogers	127563-2	K.E.Rogers	4104562	species	Q16
Ichnanthus venturii K.E.Rogers	127569-2	K.E.Rogers	4104471	species	Q16
Ichthyothere davidsei H.Rob.	127593-2	H.Rob.	3125460	species	Q16
Ichthyothere garcia-barrigae H.Rob.	127596-2	H.Rob.	3125448	species	Q16
Ichthyothere granvillei H.Rob.	127598-2	H.Rob.	3125435	species	Q16
Ichthyothere macdanielii H.Rob.	300751-2	H.Rob.	3125450	species	Q16
Ichthyothere pastazensis H.Rob.	300962-2	H.Rob.	4228109	species	Q16
Ichthyothere pruinosa G.M.Barroso	127602-2	G.M.Barroso	3125439	species	Q16
Ichthyothere sasakiae Frisby & D.J.N.Hind	77137436-1	Frisby & D.J.N.Hind	9185077	species	Q16
Ichthyothere woodii Frisby & D.J.N.Hind	77128348-1	Frisby & D.J.N.Hind	9024380	species	Q16
Ida carina Oakeley	20011052-1|325463-2	Oakeley	7825347	species	Q16
Ida reichenbachii var. viridis Oakeley	20011085-1|325494-2	Oakeley	7708074	variety	Q18
Idimanthus amorphophalloides E.G.Gonç.	77179204-1	E.G.Gonç.	10174383	species	Q16
Idiopappus quitensis H.Rob. & Panero	304753-2	H.Rob. & Panero	3130157	species	Q16
Idiothamnus pseudorgyalis R.M.King & H.Rob.	127644-2	R.M.King & H.Rob.	3101321	species	Q16
Idria columnaria Kellogg	127645-2	Kellogg	3874336	species	Q16
Ilex abscondita Steyerm.	278759-2	Steyerm.	5533973	species	Q16
Ilex attenuata Steyerm.	278763-2	Steyerm.	7541510	species	Q16
Ilex auricula S.Andrews	278764-2	S.Andrews	5534213	species	Q16
Ilex blancheana Judd	278765-2	Judd	5533988	species	Q16
Ilex brevipedicellata Steyerm.	278766-2	Steyerm.	5533755	species	Q16
Ilex ciliolata Steyerm.	278768-2	Steyerm.	5534327	species	Q16
Ilex corymbosa A.J.Ford & Halford	77305090-1	A.J.Ford & Halford	10792217	species	Q16
Ilex davidsei Steyerm.	278769-2	Steyerm.	5533592	species	Q16
Ilex decidua var. mulleri Edwin ex T.R.Dudley	320022-2	Edwin ex T.R.Dudley	5533533	variety	Q18
Ilex emmae D.M.Hicks	77065007-1	D.M.Hicks	5534315	species	Q16
Ilex fortunensis W.J.Hahn	301163-2	W.J.Hahn	5533845	species	Q16
Ilex gabrielleana Loizeau & Spichiger	306622-2	Loizeau & Spichiger	5533700	species	Q16
Ilex glabella Steyerm.	278770-2	Steyerm.	5533621	species	Q16
Ilex gotardensis Loizeau & Spichiger	305308-2	Loizeau & Spichiger	5533518	species	Q16
Ilex gransabanensis Steyerm.	278771-2	Steyerm.	5534682	species	Q16
Ilex guaramacalensis Cuello & Aymard	60449087-2	Cuello & Aymard	5534629	species	Q16
Ilex hammelii Al.Rodr.	77314711-1	Al.Rodr.	12219515	species	Q16
Ilex holstii Steyerm.	278773-2	Steyerm.	5534397	species	Q16
Ilex hualgayoca Loizeau & Spichiger	306068-2	Loizeau & Spichiger	5534339	species	Q16
Ilex huberi J.R.Grande	60478843-2	J.R.Grande	10746949	species	Q16
Ilex ignicola Steyerm.	278774-2	Steyerm.	5534200	species	Q16
Ilex jelskii Zahlbr.	311084-2	Zahlbr.	5533962	species	Q16
Ilex juttana Loizeau & Spichiger	305640-2	Loizeau & Spichiger	5533886	species	Q16
Ilex liesneri Steyerm.	278776-2	Steyerm.	5534641	species	Q16
Ilex lilianeae Loizeau & Spichiger	302635-2	Loizeau & Spichiger	5534586	species	Q16
Ilex longipilosa Steyerm.	278777-2	Steyerm.	5534444	species	Q16
Ilex magnifructa var. minor Steyerm.	278778-2	Steyerm.	5534128	variety	Q18
Ilex maigualidensis J.R.Grande	60478844-2	J.R.Grande	10678525	species	Q16
Ilex marahuacae Steyerm.	278779-2	Steyerm.	5534038	species	Q16
Ilex maxima W.J.Hahn	303305-2	W.J.Hahn	5533930	species	Q16
Ilex microphylla Hook.	311851-2	Hook.	5533701	species	Q16
Ilex montebellensis Lozada-Pérez	77200602-1	Lozada-Pérez	10817903	species	Q16
Ilex mucugensis Groppo	77084221-1	Groppo	5534636	species	Q16
Ilex paujiensis Steyerm.	278783-2	Steyerm.	5533539	species	Q16
Ilex petiolaris Benth.	306411-2	Benth.	5534616	species	Q16
Ilex polita Steyerm.	278784-2	Steyerm.	5534508	species	Q16
Ilex prostrata Groppo	326032-2|20010248-1	Groppo	5534418	species	Q16
Ilex servinii E.Carranza	60437634-2	E.Carranza	5534672	species	Q16
Ilex skutchii Edwin ex T.R.Dudley & W.J.Hahn	301494-2	Edwin ex T.R.Dudley & W.J.Hahn	5534460	species	Q16
Ilex stellata W.J.Hahn	303955-2	W.J.Hahn	5534330	species	Q16
Ilex summa Steyerm.	278786-2	Steyerm.	5534050	species	Q16
Ilex tectonica W.J.Hahn	278787-2	W.J.Hahn	5533855	species	Q16
Ilex uniflora Benth.	308592-2	Benth.	8055106	species	Q16
Ilex uniflora Rizzini	288875-2|128131-2	Rizzini	7315935	species	Q16
Ilex verticillata f. hodgdonii F.Seym.	128151-2	F.Seym.	5534269	form	Q19
Ilex villosula Loes.	304084-2	Loes.	5534172	species	Q16
Ilex vismiifolia Reissek	300103-2	Reissek	5534136	species	Q16
Ilex weberlingii Loizeau & Spichiger	300718-2	Loizeau & Spichiger	5533989	species	Q16
Ilex wrightii Loes.	128163-2	Loes.	7513222	species	Q16
Illicium cubense subsp. bissei Imkhan.	303968-2	Imkhan.	3592312	subspecies	Q17
Illicium cubense subsp. guajaibonense Imkhan.	301934-2	Imkhan.	3592297	subspecies	Q17
Illicium cubense subsp. guantanamense Imkhan.	304576-2	Imkhan.	7314068	subspecies	Q17
Illicium cubense subsp. rangelense Imkhan.	303485-2	Imkhan.	3592273	subspecies	Q17
Illicium ekmanii subsp. domingense Imkhan.	302633-2	Imkhan.	3592310	subspecies	Q17
Illicium ekmanii subsp. selleanum Imkhan.	301375-2	Imkhan.	3592294	subspecies	Q17
Illicium floridanum f. album F.G.Mey. & Mazzeo	305720-2	F.G.Mey. & Mazzeo	3592316	form	Q19
Iltisia echandiensis R.M.King & H.Rob.	278790-2	R.M.King & H.Rob.	3146342	species	Q16
Ilysanthes dubia var. inundata Pennell	288815-2	Pennell	3741750	variety	Q18
Ilysanthes gratioloides var. curtipedicellata Bush	128199-2	Bush	3741690	variety	Q18
Ilysanthes tridentata Small	128205-2	Small	3741273	species	Q16
Imeria memorabilis var. densesericea Pruski	312374-2|304532-2	Pruski	5697979	variety	Q18
Impatiens albopurpurea Eb.Fisch. & Raheliv.	20010549-1	Eb.Fisch. & Raheliv.	4193524	species	Q16
Impatiens andapensis Eb.Fisch. & Raheliv.	77087094-1	Eb.Fisch. & Raheliv.	4193279	species	Q16
Impatiens ankaranensis Eb.Fisch. & Raheliv.	77087078-1	Eb.Fisch. & Raheliv.	4193115	species	Q16
Impatiens aurella Rydb.	128209-2	Rydb.	2891769	species	Q16
Impatiens barthlottii Eb.Fisch. & Raheliv.	77087077-1	Eb.Fisch. & Raheliv.	4193613	species	Q16
Impatiens begonioides Eb.Fisch. & Raheliv.	20010543-1	Eb.Fisch. & Raheliv.	4193487	species	Q16
Impatiens bemarahensis Eb.Fisch. & Raheliv.	20010538-1	Eb.Fisch. & Raheliv.	4193445	species	Q16
Impatiens betsomangae Eb.Fisch. & Raheliv.	77087082-1	Eb.Fisch. & Raheliv.	4193366	species	Q16
Impatiens biflora f. immaculata Weath.	128217-2	Weath.	4193132	form	Q19
Impatiens chikuensis Kiew	77161317-1	Kiew	9245023	species	Q16
Impatiens emiliae Eb.Fisch. & Raheliv.	20010539-1	Eb.Fisch. & Raheliv.	4194185	species	Q16
Impatiens fianarantsoae Eb.Fisch. & Raheliv.	77087095-1	Eb.Fisch. & Raheliv.	4193734	species	Q16
Impatiens frithii Cheek	20007994-1	Cheek	4193340	species	Q16
Impatiens fulva f. albiflora E.L.Rand & Redfield	128226-2	E.L.Rand & Redfield	4193268	form	Q19
Impatiens galactica Eb.Fisch., Raheliv. & Abrah.	77162213-1	Eb.Fisch., Raheliv. & Abrah.	9585053	species	Q16
Impatiens hendrikii Eb.Fisch. & Raheliv.	77151782-1	Eb.Fisch. & Raheliv.	8639482	species	Q16
Impatiens kuepferi Eb.Fisch. & Raheliv.	60436032-2	Eb.Fisch. & Raheliv.	4193360	species	Q16
Impatiens loki-schmidtiae Eb.Fisch. & Raheliv.	60436037-2	Eb.Fisch. & Raheliv.	4193820	species	Q16
Impatiens mahalevonensis Eb.Fisch. & Raheliv.	77087091-1	Eb.Fisch. & Raheliv.	4193078	species	Q16
Impatiens malcomberi Eb.Fisch. & Raheliv.	20010546-1	Eb.Fisch. & Raheliv.	4192954	species	Q16
Impatiens mananteninae Eb.Fisch. & Raheliv.	20010552-1	Eb.Fisch. & Raheliv.	4192892	species	Q16
Impatiens mayae-valeriae Eb.Fisch. & Raheliv.	60436036-2	Eb.Fisch. & Raheliv.	4193973	species	Q16
Impatiens mindiae Eb.Fisch., Wohlh. & Raheliv.	70028677-1	Eb.Fisch., Wohlh. & Raheliv.	4193517	species	Q16
Impatiens msisimwanensis S.B.Janssens & E.B.Knox	77095347-1	S.B.Janssens & E.B.Knox	4193213	species	Q16
Impatiens nomenyae Eb.Fisch. & Raheliv.	77087084-1	Eb.Fisch. & Raheliv.	4193976	species	Q16
Impatiens nzabiana S.B.Janssens & Dessein	77115470-1	S.B.Janssens & Dessein	8384146	species	Q16
Impatiens otto-eleonorae Eb.Fisch. & Raheliv.	77148011-1	Eb.Fisch. & Raheliv.	8059101	species	Q16
Impatiens ranomafanae Eb.Fisch. & Raheliv.	20010547-1	Eb.Fisch. & Raheliv.	4193903	species	Q16
Impatiens rapanarivoi Eb.Fisch. & Raheliv.	77087100-1	Eb.Fisch. & Raheliv.	4193888	species	Q16
